district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500001987,ATHARVA CASTLE,ATHARVA INFRASTRUCTURES,440034,"('21.077694000000000','79.120272000000000')",On-Going Project,09/30/2018,09/30/2018,,Residential,1659.86,0.0,1764.92,02/07/2020,,,24.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500001582,LAXMI NARAYAN RESIDENCY,SUDARSHAN LAND AND DEVELOPERS,440015,"('21.111700200000000','79.072979300000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,446.0,0.0,837.0,03/30/2019,,,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500002140,ATHARVA FORTUNE,ATHARVA INFRASTRUCTURES,440034,"('21.078670000000000','79.119937000000000')",On-Going Project,09/30/2019,09/30/2019,,Others,1759.36,0.0,2625.37,02/07/2020,,,43.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0
Nagpur,P50500012737,OLIVE SILLARI,CHANDRAPAL NATHUSAO CHOUKASEY,440010,"('21.543432000000000','79.334365000000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,46500.0,4665.0,3571.6,06/22/2019,,,38.0,15.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0
Nagpur,P50500001473,MADAN RATAN CITY,EMAAR DEVELOPERS & BUILDERS PVT LTD,440032,"('21.142112500000000','79.111101800000000')",On-Going Project,03/31/2019,06/30/2021,12/31/2024,Others,17970.93,2300.36,14316.61,02/27/2024,,,349.0,183.0,0.0,0.0,0.0,1.0,5.0,0.0,21.0,2.0,28.0,78.0
Nagpur,P50500001976,ATHARVA NAGARI III,ATHARVA INFRASTRUCTURES,440034,"('21.082956000000000','79.108366000000000')",On-Going Project,07/30/2021,07/30/2022,,Others,10939.78,1350.6,15515.8,08/16/2021,,,194.0,194.0,0.0,0.0,0.0,0.0,36.0,0.0,84.0,2.0,0.0,2.0
Nagpur,P50500002753,SUPREME PLAZA,SUPREME URBAN REALITIES PRIVATE LIMITED,440013,"('18.830552300000000','73.284644500000000')",On-Going Project,07/31/2019,07/31/2019,,Commercial,1515.0,0.0,4318.0,07/09/2020,,,71.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,1.0,39.0,166.0
Nagpur,P50500012118,KRISHNA ANANDAM 2,KRISHNA CONSTRUCTIONS,440033,"('21.104333000000000','79.034198000000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,517.73,0.0,646.81,03/19/2019,,,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500013079,Bhumi Park,VedBhumi Infra Projects Pvt. Ltd.,440012,"('21.128730000000000','79.079405000000000')",On-Going Project,07/18/2018,07/18/2018,12/31/2027,Others,921.3,0.0,1658.34,01/26/2024,,,24.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,106.0,0.0
Nagpur,P50500008777,HAPPY RISE,Happy Spaces,440012,"('21.137135000000000','79.057142000000000')",New Project,12/31/2019,,,Residential,1049.79,0.0,1729.19,01/28/2020,,,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,14.0
Nagpur,P50500006837,Pyramid City 4,Pyramid Ventures India Pvt.Ltd,440037,"('18.581746900000000','73.981705600000000')",On-Going Project,03/31/2018,06/30/2018,,Residential,20000.0,1995.0,14384.0,08/13/2021,,,224.0,220.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,5.0,86.0,126.0
Nagpur,P50500002805,Manjusha Regalia,Subhash Motiram Kasulkar,440036,"('19.693558100000001','72.765518400000005')",On-Going Project,12/31/2020,12/30/2021,,Residential,1244.43,0.0,1639.47,08/06/2020,,,32.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500024950,Ratneshwar Enclave,M/s Vanshika Developers & Promoters,440025,,New Project,06/30/2021,,06/30/2022,Residential,474.0,0.0,614.96,08/11/2021,,,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0
Nagpur,P50500004022,ENRICO HEIGHTS,Universal Drinks Private Limited,440015,"('21.105240000000000','79.069365000000000')",On-Going Project,06/30/2016,06/30/2018,10/30/2020,Others,6023.6,0.0,12047.2,10/18/2021,,,86.0,36.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,1.0,72.0,46.0
Nagpur,P50500002582,ORBITAL EMPIRE,GUDADHE HOUSING DEVELOPERS AND PROMOTERS,440036,"('21.104868512482980','79.014919565057430')",On-Going Project,12/31/2020,02/28/2022,,Residential,5405.0,2042.0,7621.0,02/26/2022,,,128.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0,32.0,36.0
Nagpur,P50500012082,SUMAN VATIKA,SUNIL VISHWAMBARNATH TIWARI,440026,"('18.533598900000000','73.830426900000000')",On-Going Project,08/30/2017,12/30/2018,06/30/2022,Residential,1500.0,0.0,1875.0,06/15/2019,,1.0,36.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500002354,SANIKA VIHAR,ANIL RAMDAS UKEY,441002,"('21.206174800000000','79.174824800000000')",On-Going Project,03/24/2019,03/24/2019,,Others,2905.95,0.0,3174.31,07/27/2017,,,38.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50400002587,MAA VAISHNAVI RESIDENCY - FLATS,MAA VAISHNAVI REAL ESTATE,441203,"('20.847655300000000','79.323933100000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,2632.51,434.48,2152.78,09/12/2018,,,28.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0
Nagpur,P50500002523,Mahalaxmi City Phase I,Gruhlaxmi Life Space Private LImited,441111,"('21.228199700000000','79.066624100000000')",On-Going Project,05/10/2017,11/30/2020,05/29/2022,Residential,5368.24,5244.18,11657.22,03/19/2020,,,84.0,84.0,0.0,0.0,0.0,0.0,18.0,0.0,30.0,0.0,84.0,0.0
Nagpur,P50500006831,OM ATHARVA APARATMENT,SUDHIR BABURAO KALE,441111,"('18.623907900000000','73.812498400000000')",On-Going Project,07/31/2018,07/31/2018,,Residential,1500.0,0.0,1793.0,08/29/2018,,,32.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,32.0
Nagpur,P50500004826,LA REGALIA,RAGHAV LIFESPACES,440010,"('21.137887000000000','79.074372000000000')",On-Going Project,04/30/2019,12/31/2018,,Residential,1114.8,0.0,2220.28,04/20/2019,,,14.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0
Nagpur,P50500006104,ROYAL HOMES,Royal Realities,440008,"('21.150653000000000','79.129451600000000')",On-Going Project,08/31/2022,08/28/2023,07/31/2024,Others,3841.0,3841.0,4721.0,09/16/2023,,,143.0,61.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,1.0,1.0,1.0
Nagpur,P50500006587,RADHE GREENS,HBK Infrastructures,441304,"('21.081199000000000','79.003902800000000')",On-Going Project,08/31/2018,07/31/2018,07/31/2019,Residential,13400.0,1340.06,6071.0,07/30/2017,,,182.0,46.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,2.0,19.0,2.0
Nagpur,P50500001289,MAA UMIYA TRANSPORT CITY,MAA UMIYA TRANSPORT CITY AND INDUSTRIAL ESTATE LIMITED,440035,"('21.145527500000000','79.192590300000000')",On-Going Project,03/31/2023,03/30/2024,,Others,5006.0,0.0,4582.36,04/18/2018,,,99.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,33.0,0.0
Nagpur,P50500004473,HINGNA CITY,VIDARBHA BUILDERS,441110,"('21.073548800000000','78.961348600000000')",On-Going Project,12/31/2018,12/31/2018,,Residential,2376.31,0.0,3134.0,04/29/2019,,,59.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,9.0,0.0
Nagpur,P50500002678,DEVIPRABHA GAURAV,DEVIPRABHA BUILDERS AND DEVELOPERS,440022,"('19.097571100000000','72.903237000000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,432.0,0.0,426.0,07/28/2017,,,11.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,1.0
Nagpur,P50500003103,Vedaarya Homes,Additya Infrastructure,441108,"('17.691727800000000','75.882476500000000')",On-Going Project,12/31/2018,12/31/2018,12/31/2019,Residential,11995.0,1188.58,12100.0,09/18/2021,,,224.0,54.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0,0.0,2.0
Nagpur,P50500003054,SHRIKRISHNA ENCLAVE A WING 1,SHRIKRISHNA INFRASTRUCTURE,440010,"('17.003441200000000','73.358159100000000')",On-Going Project,11/13/2016,02/28/2021,,Residential,1967.0,0.0,810.0,08/01/2017,,,18.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,24.0,1.0
Nagpur,P50500002555,SHRIKRISHNA ENCLAVE DUPLEX PHASE 1,SHRIKRISHNA INFRASTRUCTURE,440010,"('21.137252900000000','79.058856000000000')",On-Going Project,05/15/2017,01/16/2018,,Residential,1967.0,0.0,560.0,07/25/2017,,,12.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,3.0,0.0,33.0
Nagpur,P50500001804,Anoushka Gardens,Raghav Construction,440015,"('21.111700200000000','79.072979300000000')",On-Going Project,02/01/2020,02/01/2020,,Residential,547.2,0.0,905.82,03/26/2018,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,9.0
Nagpur,P50500006611,THE WEST HIGH,LATITUDE INFRAVENTURE,440010,"('19.079916400000000','72.917435800000000')",On-Going Project,08/31/2019,01/31/2021,,Commercial,1170.54,0.0,2267.85,05/28/2018,,,68.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0
Nagpur,P50500010620,George Developers ELITE,George Developers,440013,"('19.122734600000000','72.830201300000000')",On-Going Project,03/30/2018,03/30/2018,,Others,1023.75,0.0,1248.83,06/04/2018,,,26.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500013132,Imperial Heights,Swaraj and Mohta infracon,440004,"('19.042560400000000','72.863808900000000')",On-Going Project,01/17/2016,06/18/2018,02/29/2024,Residential,1357.0,0.0,2571.1,08/10/2017,,,20.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,1.0,12.0,1.0
Nagpur,P50500003311,Pyramid City 2,Pyramid Ventures India Pvt Ltd,441108,"('21.020271800000000','79.049145000000000')",On-Going Project,03/31/2016,12/31/2017,,Residential,16100.0,3599.0,14014.0,08/01/2017,,,146.0,132.0,0.0,0.0,0.0,0.0,6.0,0.0,44.0,6.0,48.0,108.0
Nagpur,P50500013523,HBK ENCLAVE,HBK Infrastructures,440010,"('18.463845200000000','73.815812800000000')",New Project,12/31/2019,,,Others,395.76,0.0,762.86,09/02/2017,,,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500002458,SONARI,MAHALAXMI INFRATECH,441108,"('18.502275000000000','73.858497000000000')",On-Going Project,12/31/2018,12/31/2018,,Plots,8331.0,1416.0,8331.0,07/26/2017,,,,,13.0,1030.65,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500004090,NAKSHATRA-I,NAKSHATRA INFRAVENTURE,440034,"('18.480762700000000','73.872430100000000')",On-Going Project,06/30/2018,06/30/2018,,Others,2780.0,0.0,4067.0,06/15/2018,,1.0,62.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,30.0
Nagpur,P50500002521,ABHINAV  RESIDENCY,NANAKCHAND R AGRAWAL,440023,"('21.133137600000000','78.906192100000000')",On-Going Project,03/31/2017,08/31/2018,,Residential,445.86,0.0,445.5,10/04/2018,,,10.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,6.0
Nagpur,P50500002647,Mahalaxmi City Phase II,GRUHLAXMI LIFE SPACE PRIVATE LIMITED,441111,"('21.228199700000000','79.066624100000000')",On-Going Project,05/10/2017,11/24/2020,05/24/2022,Residential,435.38,5244.18,843.32,04/15/2020,,,28.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,13.0,9.0
Nagpur,P50500003127,Mahalaxmi City Phase III,Gruhlamxi Life Space Private Limited,441111,"('21.228199700000000','79.066624100000000')",On-Going Project,05/10/2017,11/20/2020,12/31/2022,Residential,435.38,5244.0,1124.56,04/15/2020,,,28.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,16.0,12.0
Nagpur,P50500002498,Mahalaxmi City Phase IV,Gruhlaxmi LIfe Space Private Limited,441111,"('18.683111200000000','73.797792800000000')",On-Going Project,05/10/2017,11/20/2020,12/31/2022,Residential,590.48,5244.0,1213.32,04/14/2020,,,28.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,9.0,19.0
Nagpur,P50500005480,Classic Akshay,Chourangi Builders and Developers Private Limited,441108,"('18.665852500000000','73.765436700000000')",On-Going Project,12/31/2013,12/30/2022,,Others,6184.15,1546.48,61650.0,07/29/2017,1.0,,150.0,47.0,0.0,0.0,0.0,3.0,3.0,3.0,27.0,1.0,12.0,1.0
Nagpur,P50500003037,Classic ATULYA,Chourangi Builders and Developers Private Limited,441108,"('19.166785400000000','73.236789600000000')",On-Going Project,12/31/2013,12/30/2023,,Others,4637.67,0.0,60480.0,07/29/2017,1.0,,144.0,49.0,0.0,0.0,0.0,3.0,3.0,3.0,27.0,0.0,12.0,0.0
Nagpur,P50500004344,Classic SWARNA,Chourangi Builders and Developers Private Limited,441108,"('19.123928500000000','72.909440700000000')",On-Going Project,12/31/2013,12/30/2024,,Others,4367.67,0.0,61560.0,07/29/2017,1.0,,150.0,45.0,0.0,0.0,0.0,3.0,3.0,3.0,27.0,0.0,15.0,0.0
Nagpur,P50500001888,BABJI ENCLAVE,FAKHRI INFRAVENTURES,440034,"('21.075210800000000','79.077215900000000')",On-Going Project,12/31/2020,12/30/2021,,Residential,1500.0,0.0,1945.03,06/24/2021,,,34.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0
Nagpur,P50500006514,aarti empire,G N CONSTRUCTION,440002,"('21.164447800000000','79.115336700000000')",On-Going Project,12/30/2018,03/31/2019,,Residential,444.29,450.0,386.79,07/28/2017,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,7.0,1.0
Nagpur,P50500002860,OM AARADHYA APARTMENT,INFINITI INFRAVENTURES,441111,"('18.533598900000000','73.830426900000000')",On-Going Project,07/31/2018,07/31/2018,,Residential,481.0,0.0,559.0,08/29/2018,,,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,8.0
Nagpur,P50500002892,BALAJI APARTMENTS,SMITA MUKUND VAIDYA,440015,"('21.111700200000000','79.072979300000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,435.0,0.0,820.0,03/30/2019,,,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500004427,Godrej Anandam,Godrej Properties Limited,440018,"('21.148460200000000','79.095572300000000')",On-Going Project,08/31/2023,08/29/2024,,Residential,781.41,13191.41,963.31,01/27/2022,2.0,,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,1.0,0.0,1.0
Nagpur,P50500003529,NAKSHTRA 3,MAHALAXMI INFRA,441122,"('21.000417200000000','79.012234300000000')",On-Going Project,07/31/2018,07/31/2018,,Plots,8817.0,1621.0,0.0,02/03/2018,,,,,57.0,8817.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500004828,UNIQUE CITY,Atul Manoharrao Yamsanwar,441122,"('21.073548800000000','78.961348600000000')",On-Going Project,10/31/2021,10/30/2022,,Plots,51879.49,7706.26,0.0,07/30/2017,,,,,55.0,2663.17,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500008255,KASTURI SQUARE,SKY DEVELOPERS AND PROMOTERS INDIA PVT. LTD.,441108,"('21.033393700000000','78.954279000000000')",New Project,08/31/2019,,,Others,4423.36,600.57,6108.66,06/28/2018,,,141.0,101.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,0.0,2.0,0.0
Nagpur,P50500012175,ROYAL HEIGHTS,SHIBAAM INFRACON PRIVATE LIMITED,440030,"('21.182288800000000','79.072979300000000')",On-Going Project,01/31/2018,01/31/2018,,Residential,1207.91,0.0,1509.89,08/03/2021,,,46.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
Nagpur,P50500010122,CONCEPT CITY,PRAKASH BHASKARRAO DESHMUKH,441108,"('19.014796200000000','72.845453400000000')",New Project,12/30/2023,,,Residential,10746.0,3570.0,13420.0,06/09/2020,,,308.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,4.0,0.0,28.0
Nagpur,P50500007762,DEVKI ELITE,HEMANT BALIRAM MADNE,440013,"('19.231344800000000','72.863529900000000')",On-Going Project,03/31/2019,03/31/2019,,Residential,438.21,248.84,497.93,07/21/2020,,,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500001914,PETALS,JD BUILDCON PVT LTD & SHRIKA DEVELOPERS PVT LTD,440010,"('21.137252900000000','79.058856000000000')",On-Going Project,04/30/2018,04/30/2019,,Residential,1649.9,0.0,4445.51,04/18/2018,,,22.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,42.0
Nagpur,P50500001906,ASTER,LEVERAGE INFRASTRUCTURES PRIVATE LIMITED,441111,"('21.228199700000000','79.066624100000000')",On-Going Project,03/31/2020,09/30/2020,,Others,4888.46,0.0,7641.75,03/12/2023,,,84.0,84.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,3.0,205.0,87.0
Nagpur,P50500003449,MAHALAXMI NAGAR 2,MAHALAXMI INFRA,441108,"('21.016602500000000','79.029839100000000')",On-Going Project,07/31/2018,07/31/2018,,Plots,10098.0,1581.0,0.0,01/27/2022,,,,,65.0,10098.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500002993,MAHALAXMI NAGAR 2 - 293,MAHALAXMI INFRA,441108,"('21.016602500000000','79.029839100000000')",On-Going Project,07/31/2018,07/31/2018,,Plots,6109.0,840.0,0.0,01/27/2022,,,,,39.0,6109.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500008210,GOVINDAM APARTMENTS,M/s. Paul Brothers,440004,"('21.173125800000000','79.089608900000000')",On-Going Project,10/31/2018,10/31/2018,,Others,3650.85,0.0,7396.93,03/19/2018,,,53.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,14.0,1.0,0.0,105.0
Nagpur,P50500005895,WEST COURT,J D BUILDCON PVT LTD,440010,"('21.137252900000000','79.058856000000000')",On-Going Project,02/07/2016,12/31/2017,12/31/2018,Others,854.7,0.0,1498.84,09/29/2018,,,12.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,1.0,7.0,6.0
Nagpur,P50500007836,TIRUPATI ENCLAVE,EKALAWYA WASEKAR & OTHERONE,440010,"('21.137252900000000','79.058856000000000')",On-Going Project,12/31/2018,09/30/2020,,Commercial,499.52,0.0,1128.6,11/21/2018,2.0,,16.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,4.0,2.0
Nagpur,P50500007301,ACHRAJ RIVIERA,Ratan Constructions,440030,"('21.182288800000000','79.072979300000000')",On-Going Project,06/30/2015,12/30/2021,,Residential,2685.2,0.0,4363.45,06/08/2020,,,58.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,144.0,78.0
Nagpur,P50500006602,PIONEER ORION,PIONEER INFRASTRUCTURES COMPANY PRIVATE LIMITED,440022,"('18.440177500000000','73.862791500000000')",On-Going Project,12/31/2018,12/31/2018,,Plots,5445.0,0.0,5445.0,05/01/2021,,,,,18.0,452.68999999999994,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500011968,VIDARBHA PREMIER SAHANIWAS JAITALA.NAGPUR,PRAKASH NARAYANRAO RAOLE,440036,"('21.102880300000000','79.027777400000000')",On-Going Project,07/15/2016,12/31/2018,10/30/2020,Residential,1739.5,1739.5,1738.4,12/30/2017,,,31.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0
Nagpur,P50500003586,Fortune Heights,Shree Maa Mahalakshmi Infraventures Private Limited,440025,"('21.099569300000000','79.067330200000000')",On-Going Project,07/31/2018,10/31/2018,,Residential,1017.21,122.39,1973.2,06/09/2018,,,18.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,45.0,31.0
Nagpur,P50500003312,AATREYA REGENCY,HARSHALI ANOOP DESHPANDE,441110,"('21.093678500000000','78.976899900000000')",On-Going Project,01/31/2018,01/31/2018,,Residential,1353.0,0.0,1623.0,01/22/2018,,,32.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,16.0,16.0
Nagpur,P50500011388,GLOCAL SQUARE GROUND AND FIRST FLOOR..,GOEL GANGA INFRASTRUCTURE AND REAL ESTATE PVT LTD,440012,"('21.142594900000000','79.082366399999960')",On-Going Project,12/30/2025,12/30/2026,,Commercial,4620.0,462.0,10293.11,01/12/2024,19.0,,85.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Nagpur,P50500006079,Dhanwantari Heights,Gandhe Construction Company,440010,"('21.137252900000000','79.058856000000000')",On-Going Project,12/31/2017,12/31/2017,,Residential,904.88,0.0,859.4,07/27/2017,,,9.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0
Nagpur,P50500008306,PANCHAVATI,AVANI BUILDCON,440012,"('18.500610100000000','73.757399100000000')",On-Going Project,07/30/2019,07/29/2020,01/28/2022,Others,833.24,0.0,1666.48,10/19/2018,,1.0,25.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,1.0,12.0,1.0
Nagpur,P50500002626,SINGAPORE LIFE CITY,DHL INFRABULLS,441108,"('21.033393700000000','78.954279000000000')",On-Going Project,10/31/2019,10/31/2019,10/30/2021,Residential,8457.53,0.0,12296.0,02/29/2020,,,172.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,29.0,7.0,3.0,7.0
Nagpur,P50500006157,"Construction of 20 MIG flats on S.No.42,60 at Nari, Nagpur",MHADA (Nagpur Board),440026,"('18.480762700000000','73.872430100000000')",On-Going Project,12/31/2017,03/18/2018,,Residential,1410.08,0.0,1390.0,02/13/2019,,,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0
Nagpur,P50500004607,Ivory Palms,APS Hingle Shivam Hingle,440022,"('18.451729000000000','73.844614000000000')",On-Going Project,05/31/2017,12/31/2017,,Others,395.25,0.0,395.25,04/17/2018,,,11.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,26.0
Nagpur,P50500013935,Shriram Niwas Yojna - ii,"Navin Subhedar Nagari Sahakari Pat Sanstha Maryadit, Nagpur",440009,"('21.136394000000000','79.099714000000000')",On-Going Project,03/30/2017,12/31/2017,,Residential,661.92,0.0,,12/22/2022,,,16.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0
Nagpur,P50500006270,GARDEN COURT,Rathi Realty,440034,"('17.273663900000000','74.617534100000000')",On-Going Project,06/30/2020,12/30/2020,,Residential,5475.35,863.42,7559.54,01/06/2020,,,127.0,48.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,3.0,10.0,56.0
Nagpur,P50500002406,ORBITAL SERENITY,GUDADHE HOUSING DEVELOPERS AND PROMOTERS,440036,"('21.102880300000000','79.027777400000000')",On-Going Project,12/31/2020,12/30/2021,,Plots,12550.0,2607.19,0.0,01/22/2018,,,,,2.0,3987.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500013221,JP ENIGMA,Jaiprakash Gurdasmal Khushalani,440004,"('21.173125800000000','79.089608900000000')",On-Going Project,05/17/2013,12/31/2017,,Residential,874.9,57.0,1553.44,07/30/2017,,,18.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,10.0,1.0
Nagpur,P50500004233,anupama pearl regency,jarry profit,440013,"('21.181359800000000','79.013647500000000')",New Project,01/19/2021,,,Residential,463.21,0.0,463.19,02/08/2022,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,4.0,1.0
Nagpur,P50500006543,MULTANI APARTMENT,SHEWALKAR DEVELOPERS LIMITED,440001,"('21.158391700000000','79.067330200000000')",On-Going Project,03/31/2019,03/31/2019,09/29/2024,Residential,495.95,0.0,991.0,05/10/2023,,,15.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,15.0,0.0
Nagpur,P50500009347,Sandesh Dawa Bazar,Sandes Infrastructures Pvt Ltd,440018,"('18.605837000000000','73.909996000000000')",On-Going Project,12/31/2019,03/30/2022,,Commercial,4283.26,0.0,8566.52,01/04/2022,,,363.0,362.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,40.0,51.0
Nagpur,P50500013895,ASHOK VATIKA,KOLBASWAMI AWIRAT CONSTRUCTION AND DEVLOPERS,440034,"('21.097704900000000','79.129451600000000')",New Project,12/30/2025,,,Residential,3470.76,2042.38,4755.36,01/08/2021,,,98.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,29.0,0.0
Nagpur,P50500002936,Treeline 5,Luxora Infrastructure Private Limited,440034,"('18.581746900000000','73.981705600000000')",On-Going Project,12/31/2016,12/31/2019,12/30/2021,Residential,6037.0,0.0,7366.56,01/20/2023,,1.0,48.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,54.0
Nagpur,P50500011868,BALASAHEB DEORAS SAHANIWAS PHASE 2,PRAKASH NARAYANRAO RAOLE,440032,"('18.501960600000000','73.933024200000000')",On-Going Project,05/31/2017,03/31/2019,03/30/2022,Residential,1695.0,0.0,3104.0,04/13/2023,,,245.0,201.0,0.0,0.0,0.0,3.0,3.0,0.0,26.0,0.0,0.0,0.0
Nagpur,P50500006012,BALAJI ANANDAM,BALAJI BUILDCRAFT INFRA PRIVATE LIMITED,440022,"('21.115747200000000','79.044730600000000')",On-Going Project,11/15/2017,12/31/2017,12/31/2018,Residential,4206.33,0.0,,12/07/2018,,,40.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,1.0
